Participant: ,, ,Video:
Audio Order
A01_exp_1,
A02_exp_2,
A03_xp_3,
A04_exp_4,
A05_ppt_1,
A06_ppt_2,
A07_ppt_3,
A08_ppt_4,
Time,Millisecond,VideoClip,AudioClip,Headrotatin X,Headrotatin Y,Headrotatin Y,GazeObject
19:49:31,823,0,0,0
19:49:31,827,0,0,0
19:49:31,832,0,0,0
19:49:31,837,0,0,0
19:49:31,841,0,0,0
19:49:31,843,0,0,0
19:49:31,846,0,0,0
19:49:31,848,0,0,0
19:49:31,852,0,0,0
19:49:31,855,0,0,0
19:49:31,857,0,0,0
19:49:31,859,0,0,0
19:49:31,863,0,0,0
19:49:31,865,0,0,0
19:49:31,868,0,0,0
19:49:31,870,0,0,0
19:49:31,874,0,0,0
19:49:31,878,0,0,0
19:49:31,880,0,0,0
19:49:31,883,0,0,0
19:49:31,885,0,0,0
19:49:31,888,0,0,0
19:49:31,890,0,0,0
19:49:31,894,0,0,0
19:49:31,897,0,0,0
19:49:31,900,0,0,0
19:49:31,903,0,0,0
19:49:31,904,0,0,0
19:49:31,908,0,0,0
19:49:31,912,0,0,0
19:49:31,914,0,0,0
19:49:31,918,0,0,0
19:49:31,921,0,0,0
19:49:31,924,0,0,0
19:49:31,928,0,0,0
19:49:31,931,0,0,0
19:49:31,934,0,0,0
19:49:31,939,0,0,0
19:49:31,943,0,0,0
19:49:31,946,0,0,0
19:49:31,950,0,0,0
19:49:31,954,0,0,0
19:49:31,958,0,0,0
19:49:31,962,0,0,0
19:49:31,966,0,0,0
19:49:31,970,0,0,0
19:49:31,974,0,0,0
19:49:31,977,0,0,0
19:49:31,980,0,0,0
19:49:31,985,0,0,0
19:49:31,990,0,0,0
19:49:31,995,0,0,0
19:49:32,1,0,0,0
19:49:32,5,0,0,0
19:49:32,9,0,0,0
19:49:32,13,0,0,0
19:49:32,17,0,0,0
19:49:32,21,0,0,0
19:49:32,25,0,0,0
19:49:32,28,0,0,0
19:49:32,33,0,0,0
19:49:32,35,0,0,0
19:49:32,38,0,0,0
19:49:32,42,0,0,0
19:49:32,45,0,0,0
19:49:32,49,0,0,0
19:49:32,53,0,0,0
19:49:32,55,0,0,0
19:49:32,58,0,0,0
19:49:32,62,0,0,0
19:49:32,66,0,0,0
19:49:32,69,0,0,0
19:49:32,72,0,0,0
19:49:32,75,0,0,0
19:49:32,79,0,0,0
19:49:32,83,0,0,0
19:49:32,86,0,0,0
19:49:32,88,0,0,0
19:49:32,92,0,0,0
19:49:32,95,0,0,0
19:49:32,99,0,0,0
19:49:32,101,0,0,0
19:49:32,105,0,0,0
19:49:32,107,0,0,0
19:49:32,111,0,0,0
19:49:32,114,0,0,0
19:49:32,117,0,0,0
19:49:32,121,0,0,0
19:49:32,123,0,0,0
19:49:32,126,0,0,0
19:49:32,130,0,0,0
19:49:32,133,0,0,0
19:49:32,135,0,0,0
19:49:32,138,0,0,0
19:49:32,142,0,0,0
19:49:32,145,0,0,0
19:49:32,147,0,0,0
19:49:32,149,0,0,0
19:49:32,153,0,0,0
19:49:32,155,0,0,0
19:49:32,159,0,0,0
19:49:32,162,0,0,0
19:49:32,164,0,0,0
19:49:32,168,0,0,0
19:49:32,171,0,0,0
19:49:32,175,0,0,0
19:49:32,178,0,0,0
19:49:32,181,0,0,0
19:49:32,183,0,0,0
19:49:32,186,0,0,0
19:49:32,190,0,0,0
19:49:32,193,0,0,0
19:49:32,196,0,0,0
19:49:32,198,0,0,0
19:49:32,202,0,0,0
19:49:32,204,0,0,0
19:49:32,208,0,0,0
19:49:32,210,0,0,0
19:49:32,214,0,0,0
19:49:32,216,0,0,0
19:49:32,220,0,0,0
19:49:32,223,0,0,0
19:49:32,225,0,0,0
19:49:32,229,0,0,0
19:49:32,231,0,0,0
19:49:32,233,0,0,0
19:49:32,237,0,0,0
19:49:32,239,0,0,0
19:49:32,243,0,0,0
19:49:32,245,0,0,0
19:49:32,248,0,0,0
19:49:32,252,0,0,0
19:49:32,255,0,0,0
19:49:32,258,0,0,0
19:49:32,262,0,0,0
19:49:32,264,0,0,0
19:49:32,268,0,0,0
19:49:32,270,0,0,0
19:49:32,273,0,0,0
19:49:32,277,0,0,0
