Participant: ,, ,Video:
Audio Order
A01_exp_1,
A02_exp_2,
A03_xp_3,
A04_exp_4,
A05_ppt_1,
A06_ppt_2,
A07_ppt_3,
A08_ppt_4,
Timestamp,VideoClip,AudioClip,Headrotatin X,Headrotatin Y,Headrotatin Y,GazeObject
2024-03-13 19:13:39.941,0,0,0
2024-03-13 19:13:39.943,0,0,0
2024-03-13 19:13:39.946,0,0,0
2024-03-13 19:13:39.948,0,0,0
2024-03-13 19:13:39.951,0,0,0
2024-03-13 19:13:39.953,0,0,0
2024-03-13 19:13:39.956,0,0,0
2024-03-13 19:13:39.958,0,0,0
2024-03-13 19:13:39.962,0,0,0
2024-03-13 19:13:39.964,0,0,0
2024-03-13 19:13:39.967,0,0,0
2024-03-13 19:13:39.970,0,0,0
2024-03-13 19:13:39.972,0,0,0
2024-03-13 19:13:39.975,0,0,0
2024-03-13 19:13:39.979,0,0,0
2024-03-13 19:13:39.981,0,0,0
2024-03-13 19:13:39.983,0,0,0
2024-03-13 19:13:39.986,0,0,0
2024-03-13 19:13:39.989,0,0,0
2024-03-13 19:13:39.992,0,0,0
2024-03-13 19:13:39.995,0,0,0
2024-03-13 19:13:39.998,0,0,0
2024-03-13 19:13:40.002,0,0,0
2024-03-13 19:13:40.004,0,0,0
2024-03-13 19:13:40.007,0,0,0
2024-03-13 19:13:40.010,0,0,0
2024-03-13 19:13:40.012,0,0,0
2024-03-13 19:13:40.015,0,0,0
2024-03-13 19:13:40.018,0,0,0
2024-03-13 19:13:40.020,0,0,0
2024-03-13 19:13:40.024,0,0,0
2024-03-13 19:13:40.027,0,0,0
2024-03-13 19:13:40.029,0,0,0
2024-03-13 19:13:40.031,0,0,0
2024-03-13 19:13:40.034,0,0,0
2024-03-13 19:13:40.037,0,0,0
2024-03-13 19:13:40.039,0,0,0
2024-03-13 19:13:40.043,0,0,0
2024-03-13 19:13:40.046,0,0,0
2024-03-13 19:13:40.049,0,0,0
2024-03-13 19:13:40.051,0,0,0
2024-03-13 19:13:40.055,0,0,0
2024-03-13 19:13:40.057,0,0,0
2024-03-13 19:13:40.060,0,0,0
2024-03-13 19:13:40.063,0,0,0
2024-03-13 19:13:40.065,0,0,0
2024-03-13 19:13:40.068,0,0,0
2024-03-13 19:13:40.071,0,0,0
2024-03-13 19:13:40.073,0,0,0
2024-03-13 19:13:40.075,0,0,0
2024-03-13 19:13:40.078,0,0,0
2024-03-13 19:13:40.080,0,0,0
2024-03-13 19:13:40.083,0,0,0
2024-03-13 19:13:40.085,0,0,0
2024-03-13 19:13:40.088,0,0,0
2024-03-13 19:13:40.091,0,0,0
2024-03-13 19:13:40.094,0,0,0
2024-03-13 19:13:40.096,0,0,0
2024-03-13 19:13:40.100,0,0,0
2024-03-13 19:13:40.103,0,0,0
2024-03-13 19:13:40.105,0,0,0
2024-03-13 19:13:40.109,0,0,0
2024-03-13 19:13:40.111,0,0,0
2024-03-13 19:13:40.113,0,0,0
2024-03-13 19:13:40.117,0,0,0
2024-03-13 19:13:40.119,0,0,0
2024-03-13 19:13:40.122,0,0,0
2024-03-13 19:13:40.125,0,0,0
2024-03-13 19:13:40.127,0,0,0
2024-03-13 19:13:40.130,0,0,0
2024-03-13 19:13:40.133,0,0,0
2024-03-13 19:13:40.135,0,0,0
2024-03-13 19:13:40.137,0,0,0
2024-03-13 19:13:40.141,0,0,0
2024-03-13 19:13:40.144,0,0,0
2024-03-13 19:13:40.148,0,0,0
2024-03-13 19:13:40.150,0,0,0
2024-03-13 19:13:40.153,0,0,0
2024-03-13 19:13:40.155,0,0,0
2024-03-13 19:13:40.157,0,0,0
2024-03-13 19:13:40.160,0,0,0
2024-03-13 19:13:40.163,0,0,0
2024-03-13 19:13:40.166,0,0,0
2024-03-13 19:13:40.169,0,0,0
2024-03-13 19:13:40.172,0,0,0
2024-03-13 19:13:40.175,0,0,0
2024-03-13 19:13:40.177,0,0,0
2024-03-13 19:13:40.180,0,0,0
2024-03-13 19:13:40.183,0,0,0
2024-03-13 19:13:40.186,0,0,0
2024-03-13 19:13:40.188,0,0,0
2024-03-13 19:13:40.190,0,0,0
2024-03-13 19:13:40.193,0,0,0
2024-03-13 19:13:40.197,0,0,0
2024-03-13 19:13:40.200,0,0,0
2024-03-13 19:13:40.203,0,0,0
2024-03-13 19:13:40.205,0,0,0
2024-03-13 19:13:40.208,0,0,0
2024-03-13 19:13:40.210,0,0,0
2024-03-13 19:13:40.213,0,0,0
2024-03-13 19:13:40.217,0,0,0
2024-03-13 19:13:40.219,0,0,0
2024-03-13 19:13:40.222,0,0,0
2024-03-13 19:13:40.225,0,0,0
2024-03-13 19:13:40.228,0,0,0
2024-03-13 19:13:40.231,0,0,0
2024-03-13 19:13:40.233,0,0,0
2024-03-13 19:13:40.235,0,0,0
2024-03-13 19:13:40.238,0,0,0
2024-03-13 19:13:40.241,0,0,0
2024-03-13 19:13:40.243,0,0,0
2024-03-13 19:13:40.246,0,0,0
2024-03-13 19:13:40.248,0,0,0
2024-03-13 19:13:40.251,0,0,0
2024-03-13 19:13:40.254,0,0,0
2024-03-13 19:13:40.256,0,0,0
2024-03-13 19:13:40.259,0,0,0
2024-03-13 19:13:40.262,0,0,0
2024-03-13 19:13:40.263,0,0,0
2024-03-13 19:13:40.268,0,0,0
2024-03-13 19:13:40.275,0,0,0
2024-03-13 19:13:40.278,0,0,0
2024-03-13 19:13:40.282,0,0,0
2024-03-13 19:13:40.285,0,0,0
2024-03-13 19:13:40.287,0,0,0
2024-03-13 19:13:40.290,0,0,0
2024-03-13 19:13:40.291,0,0,0
2024-03-13 19:13:40.294,0,0,0
2024-03-13 19:13:40.298,0,0,0
2024-03-13 19:13:40.300,0,0,0
2024-03-13 19:13:40.304,0,0,0
2024-03-13 19:13:40.307,0,0,0
2024-03-13 19:13:40.310,0,0,0
2024-03-13 19:13:40.312,0,0,0
2024-03-13 19:13:40.314,0,0,0
2024-03-13 19:13:40.317,0,0,0
2024-03-13 19:13:40.320,0,0,0
2024-03-13 19:13:40.323,0,0,0
2024-03-13 19:13:40.326,0,0,0
2024-03-13 19:13:40.328,0,0,0
2024-03-13 19:13:40.331,0,0,0
2024-03-13 19:13:40.334,0,0,0
2024-03-13 19:13:40.336,0,0,0
2024-03-13 19:13:40.340,0,0,0
2024-03-13 19:13:40.342,0,0,0
2024-03-13 19:13:40.344,0,0,0
2024-03-13 19:13:40.347,0,0,0
2024-03-13 19:13:40.349,0,0,0
2024-03-13 19:13:40.352,0,0,0
2024-03-13 19:13:40.354,0,0,0
2024-03-13 19:13:40.357,0,0,0
2024-03-13 19:13:40.359,0,0,0
2024-03-13 19:13:40.362,0,0,0
2024-03-13 19:13:40.364,0,0,0
2024-03-13 19:13:40.366,0,0,0
2024-03-13 19:13:40.369,0,0,0
2024-03-13 19:13:40.372,0,0,0
2024-03-13 19:13:40.375,0,0,0
2024-03-13 19:13:40.377,0,0,0
2024-03-13 19:13:40.379,0,0,0
2024-03-13 19:13:40.383,0,0,0
2024-03-13 19:13:40.386,0,0,0
2024-03-13 19:13:40.388,0,0,0
2024-03-13 19:13:40.391,0,0,0
2024-03-13 19:13:40.393,0,0,0
2024-03-13 19:13:40.396,0,0,0
2024-03-13 19:13:40.398,0,0,0
2024-03-13 19:13:40.402,0,0,0
2024-03-13 19:13:40.405,0,0,0
2024-03-13 19:13:40.408,0,0,0
2024-03-13 19:13:40.411,0,0,0
2024-03-13 19:13:40.413,0,0,0
2024-03-13 19:13:40.415,0,0,0
2024-03-13 19:13:40.418,0,0,0
2024-03-13 19:13:40.422,0,0,0
2024-03-13 19:13:40.424,0,0,0
2024-03-13 19:13:40.426,0,0,0
2024-03-13 19:13:40.430,0,0,0
2024-03-13 19:13:40.433,0,0,0
2024-03-13 19:13:40.435,0,0,0
2024-03-13 19:13:40.439,0,0,0
2024-03-13 19:13:40.441,0,0,0
2024-03-13 19:13:40.444,0,0,0
2024-03-13 19:13:40.446,0,0,0
2024-03-13 19:13:40.449,0,0,0
2024-03-13 19:13:40.451,0,0,0
2024-03-13 19:13:40.454,0,0,0
2024-03-13 19:13:40.456,0,0,0
2024-03-13 19:13:40.459,0,0,0
2024-03-13 19:13:40.463,0,0,0
2024-03-13 19:13:40.466,0,0,0
2024-03-13 19:13:40.468,0,0,0
2024-03-13 19:13:40.471,0,0,0
2024-03-13 19:13:40.473,0,0,0
2024-03-13 19:13:40.476,0,0,0
2024-03-13 19:13:40.479,0,0,0
2024-03-13 19:13:40.482,0,0,0
2024-03-13 19:13:40.484,0,0,0
2024-03-13 19:13:40.487,0,0,0
2024-03-13 19:13:40.489,0,0,0
2024-03-13 19:13:40.492,0,0,0
2024-03-13 19:13:40.494,0,0,0
2024-03-13 19:13:40.497,0,0,0
2024-03-13 19:13:40.500,0,0,0
2024-03-13 19:13:40.502,0,0,0
2024-03-13 19:13:40.505,0,0,0
2024-03-13 19:13:40.507,0,0,0
2024-03-13 19:13:40.511,0,0,0
2024-03-13 19:13:40.513,0,0,0
2024-03-13 19:13:40.516,0,0,0
2024-03-13 19:13:40.518,0,0,0
2024-03-13 19:13:40.522,0,0,0
2024-03-13 19:13:40.525,0,0,0
2024-03-13 19:13:40.527,0,0,0
2024-03-13 19:13:40.530,0,0,0
2024-03-13 19:13:40.532,0,0,0
2024-03-13 19:13:40.534,0,0,0
2024-03-13 19:13:40.538,0,0,0
2024-03-13 19:13:40.542,0,0,0
2024-03-13 19:13:40.544,0,0,0
2024-03-13 19:13:40.546,0,0,0
2024-03-13 19:13:40.549,0,0,0
2024-03-13 19:13:40.551,0,0,0
2024-03-13 19:13:40.554,0,0,0
2024-03-13 19:13:40.557,0,0,0
2024-03-13 19:13:40.560,0,0,0
2024-03-13 19:13:40.563,0,0,0
2024-03-13 19:13:40.566,0,0,0
2024-03-13 19:13:40.569,0,0,0
2024-03-13 19:13:40.571,0,0,0
2024-03-13 19:13:40.574,0,0,0
2024-03-13 19:13:40.576,0,0,0
2024-03-13 19:13:40.579,0,0,0
2024-03-13 19:13:40.581,0,0,0
2024-03-13 19:13:40.584,0,0,0
2024-03-13 19:13:40.587,0,0,0
2024-03-13 19:13:40.589,0,0,0
2024-03-13 19:13:40.592,0,0,0
2024-03-13 19:13:40.595,0,0,0
2024-03-13 19:13:40.598,0,0,0
2024-03-13 19:13:40.601,0,0,0
2024-03-13 19:13:40.603,0,0,0
2024-03-13 19:13:40.605,0,0,0
2024-03-13 19:13:40.608,0,0,0
2024-03-13 19:13:40.611,0,0,0
2024-03-13 19:13:40.613,0,0,0
2024-03-13 19:13:40.617,0,0,0
2024-03-13 19:13:40.619,0,0,0
2024-03-13 19:13:40.621,0,0,0
2024-03-13 19:13:40.625,0,0,0
2024-03-13 19:13:40.626,0,0,0
2024-03-13 19:13:40.630,0,0,0
2024-03-13 19:13:40.633,0,0,0
2024-03-13 19:13:40.635,0,0,0
2024-03-13 19:13:40.638,0,0,0
2024-03-13 19:13:40.640,0,0,0
2024-03-13 19:13:40.643,0,0,0
2024-03-13 19:13:40.645,0,0,0
2024-03-13 19:13:40.649,0,0,0
2024-03-13 19:13:40.651,0,0,0
2024-03-13 19:13:40.654,0,0,0
2024-03-13 19:13:40.656,0,0,0
2024-03-13 19:13:40.659,0,0,0
2024-03-13 19:13:40.661,0,0,0
2024-03-13 19:13:40.664,0,0,0
2024-03-13 19:13:40.668,0,0,0
2024-03-13 19:13:40.670,0,0,0
2024-03-13 19:13:40.673,0,0,0
2024-03-13 19:13:40.676,0,0,0
2024-03-13 19:13:40.678,0,0,0
2024-03-13 19:13:40.681,0,0,0
2024-03-13 19:13:40.684,0,0,0
2024-03-13 19:13:40.686,0,0,0
2024-03-13 19:13:40.688,0,0,0
2024-03-13 19:13:40.691,0,0,0
2024-03-13 19:13:40.694,0,0,0
2024-03-13 19:13:40.696,0,0,0
2024-03-13 19:13:40.699,0,0,0
2024-03-13 19:13:40.702,0,0,0
2024-03-13 19:13:40.704,0,0,0
2024-03-13 19:13:40.707,0,0,0
2024-03-13 19:13:40.710,0,0,0
2024-03-13 19:13:40.713,0,0,0
2024-03-13 19:13:40.715,0,0,0
2024-03-13 19:13:40.717,0,0,0
2024-03-13 19:13:40.721,0,0,0
2024-03-13 19:13:40.724,0,0,0
2024-03-13 19:13:40.727,0,0,0
2024-03-13 19:13:40.729,0,0,0
2024-03-13 19:13:40.732,0,0,0
2024-03-13 19:13:40.735,0,0,0
2024-03-13 19:13:40.737,0,0,0
2024-03-13 19:13:40.740,0,0,0
2024-03-13 19:13:40.744,0,0,0
2024-03-13 19:13:40.746,0,0,0
2024-03-13 19:13:40.748,0,0,0
2024-03-13 19:13:40.751,0,0,0
2024-03-13 19:13:40.754,0,0,0
2024-03-13 19:13:40.757,0,0,0
2024-03-13 19:13:40.760,0,0,0
2024-03-13 19:13:40.763,0,0,0
2024-03-13 19:13:40.765,0,0,0
2024-03-13 19:13:40.768,0,0,0
2024-03-13 19:13:40.771,0,0,0
2024-03-13 19:13:40.774,0,0,0
2024-03-13 19:13:40.778,0,0,0
2024-03-13 19:13:40.780,0,0,0
2024-03-13 19:13:40.784,0,0,0
2024-03-13 19:13:40.786,0,0,0
2024-03-13 19:13:40.789,0,0,0
2024-03-13 19:13:40.791,0,0,0
2024-03-13 19:13:40.794,0,0,0
2024-03-13 19:13:40.796,0,0,0
2024-03-13 19:13:40.800,0,0,0
2024-03-13 19:13:40.803,0,0,0
2024-03-13 19:13:40.805,0,0,0
2024-03-13 19:13:40.807,0,0,0
2024-03-13 19:13:40.810,0,0,0
2024-03-13 19:13:40.813,0,0,0
2024-03-13 19:13:40.816,0,0,0
2024-03-13 19:13:40.818,0,0,0
2024-03-13 19:13:40.821,0,0,0
2024-03-13 19:13:40.824,0,0,0
2024-03-13 19:13:40.828,0,0,0
2024-03-13 19:13:40.830,0,0,0
2024-03-13 19:13:40.833,0,0,0
2024-03-13 19:13:40.836,0,0,0
2024-03-13 19:13:40.839,0,0,0
2024-03-13 19:13:40.841,0,0,0
2024-03-13 19:13:40.844,0,0,0
2024-03-13 19:13:40.846,0,0,0
2024-03-13 19:13:40.849,0,0,0
2024-03-13 19:13:40.851,0,0,0
2024-03-13 19:13:40.855,0,0,0
2024-03-13 19:13:40.857,0,0,0
2024-03-13 19:13:40.861,0,0,0
2024-03-13 19:13:40.863,0,0,0
2024-03-13 19:13:40.866,0,0,0
2024-03-13 19:13:40.868,0,0,0
2024-03-13 19:13:40.871,0,0,0
2024-03-13 19:13:40.874,0,0,0
2024-03-13 19:13:40.876,0,0,0
2024-03-13 19:13:40.881,0,0,0
2024-03-13 19:13:40.884,0,0,0
2024-03-13 19:13:40.886,0,0,0
2024-03-13 19:13:40.889,0,0,0
2024-03-13 19:13:40.892,0,0,0
2024-03-13 19:13:40.895,0,0,0
2024-03-13 19:13:40.898,0,0,0
2024-03-13 19:13:40.900,0,0,0
2024-03-13 19:13:40.903,0,0,0
2024-03-13 19:13:40.905,0,0,0
2024-03-13 19:13:40.908,0,0,0
2024-03-13 19:13:40.910,0,0,0
2024-03-13 19:13:40.914,0,0,0
2024-03-13 19:13:40.916,0,0,0
2024-03-13 19:13:40.920,0,0,0
2024-03-13 19:13:40.923,0,0,0
2024-03-13 19:13:40.925,0,0,0
2024-03-13 19:13:40.928,0,0,0
2024-03-13 19:13:40.931,0,0,0
2024-03-13 19:13:40.933,0,0,0
2024-03-13 19:13:40.935,0,0,0
2024-03-13 19:13:40.938,0,0,0
2024-03-13 19:13:40.940,0,0,0
2024-03-13 19:13:40.944,0,0,0
2024-03-13 19:13:40.946,0,0,0
2024-03-13 19:13:40.949,0,0,0
2024-03-13 19:13:40.951,0,0,0
2024-03-13 19:13:40.955,0,0,0
2024-03-13 19:13:40.957,0,0,0
2024-03-13 19:13:40.960,0,0,0
2024-03-13 19:13:40.963,0,0,0
2024-03-13 19:13:40.966,0,0,0
2024-03-13 19:13:40.968,0,0,0
2024-03-13 19:13:40.972,0,0,0
2024-03-13 19:13:40.974,0,0,0
2024-03-13 19:13:40.977,0,0,0
2024-03-13 19:13:40.980,0,0,0
2024-03-13 19:13:40.983,0,0,0
2024-03-13 19:13:40.985,0,0,0
2024-03-13 19:13:40.988,0,0,0
2024-03-13 19:13:40.991,0,0,0
2024-03-13 19:13:40.993,0,0,0
2024-03-13 19:13:40.996,0,0,0
2024-03-13 19:13:40.999,0,0,0
2024-03-13 19:13:41.002,0,0,0
2024-03-13 19:13:41.004,0,0,0
2024-03-13 19:13:41.007,0,0,0
2024-03-13 19:13:41.009,0,0,0
2024-03-13 19:13:41.012,0,0,0
2024-03-13 19:13:41.014,0,0,0
2024-03-13 19:13:41.017,0,0,0
2024-03-13 19:13:41.020,0,0,0
2024-03-13 19:13:41.023,0,0,0
2024-03-13 19:13:41.026,0,0,0
2024-03-13 19:13:41.028,0,0,0
2024-03-13 19:13:41.031,0,0,0
2024-03-13 19:13:41.033,0,0,0
2024-03-13 19:13:41.037,0,0,0
2024-03-13 19:13:41.039,0,0,0
2024-03-13 19:13:41.043,0,0,0
2024-03-13 19:13:41.045,0,0,0
2024-03-13 19:13:41.049,0,0,0
2024-03-13 19:13:41.051,0,0,0
2024-03-13 19:13:41.054,0,0,0
2024-03-13 19:13:41.057,0,0,0
2024-03-13 19:13:41.063,0,0,0
2024-03-13 19:13:41.070,0,0,0
2024-03-13 19:13:41.073,0,0,0
2024-03-13 19:13:41.076,0,0,0
2024-03-13 19:13:41.079,0,0,0
2024-03-13 19:13:41.083,0,0,0
2024-03-13 19:13:41.085,0,0,0
2024-03-13 19:13:41.088,0,0,0
2024-03-13 19:13:41.090,0,0,0
2024-03-13 19:13:41.094,0,0,0
2024-03-13 19:13:41.097,0,0,0
2024-03-13 19:13:41.099,0,0,0
2024-03-13 19:13:41.103,0,0,0
2024-03-13 19:13:41.105,0,0,0
2024-03-13 19:13:41.108,0,0,0
2024-03-13 19:13:41.111,0,0,0
2024-03-13 19:13:41.114,0,0,0
2024-03-13 19:13:41.117,0,0,0
2024-03-13 19:13:41.120,0,0,0
2024-03-13 19:13:41.122,0,0,0
2024-03-13 19:13:41.124,0,0,0
2024-03-13 19:13:41.127,0,0,0
2024-03-13 19:13:41.130,0,0,0
2024-03-13 19:13:41.133,0,0,0
2024-03-13 19:13:41.136,0,0,0
2024-03-13 19:13:41.138,0,0,0
2024-03-13 19:13:41.142,0,0,0
2024-03-13 19:13:41.144,0,0,0
2024-03-13 19:13:41.147,0,0,0
2024-03-13 19:13:41.150,0,0,0
2024-03-13 19:13:41.153,0,0,0
2024-03-13 19:13:41.155,0,0,0
2024-03-13 19:13:41.158,0,0,0
2024-03-13 19:13:41.161,0,0,0
2024-03-13 19:13:41.163,0,0,0
2024-03-13 19:13:41.166,0,0,0
2024-03-13 19:13:41.169,0,0,0
2024-03-13 19:13:41.172,0,0,0
2024-03-13 19:13:41.174,0,0,0
2024-03-13 19:13:41.177,0,0,0
2024-03-13 19:13:41.179,0,0,0
2024-03-13 19:13:41.183,0,0,0
2024-03-13 19:13:41.185,0,0,0
2024-03-13 19:13:41.188,0,0,0
2024-03-13 19:13:41.190,0,0,0
2024-03-13 19:13:41.194,0,0,0
2024-03-13 19:13:41.197,0,0,0
2024-03-13 19:13:41.200,0,0,0
2024-03-13 19:13:41.202,0,0,0
2024-03-13 19:13:41.205,0,0,0
2024-03-13 19:13:41.207,0,0,0
2024-03-13 19:13:41.209,0,0,0
2024-03-13 19:13:41.212,0,0,0
2024-03-13 19:13:41.215,0,0,0
2024-03-13 19:13:41.219,0,0,0
2024-03-13 19:13:41.221,0,0,0
2024-03-13 19:13:41.225,0,0,0
2024-03-13 19:13:41.227,0,0,0
2024-03-13 19:13:41.230,0,0,0
2024-03-13 19:13:41.233,0,0,0
2024-03-13 19:13:41.236,0,0,0
2024-03-13 19:13:41.238,0,0,0
2024-03-13 19:13:41.242,0,0,0
2024-03-13 19:13:41.244,0,0,0
2024-03-13 19:13:41.247,0,0,0
2024-03-13 19:13:41.250,0,0,0
2024-03-13 19:13:41.252,0,0,0
2024-03-13 19:13:41.256,0,0,0
2024-03-13 19:13:41.258,0,0,0
2024-03-13 19:13:41.261,0,0,0
2024-03-13 19:13:41.263,0,0,0
2024-03-13 19:13:41.267,0,0,0
2024-03-13 19:13:41.276,0,0,0
2024-03-13 19:13:41.281,0,0,0
2024-03-13 19:13:41.285,0,0,0
2024-03-13 19:13:41.287,0,0,0
2024-03-13 19:13:41.289,0,0,0
2024-03-13 19:13:41.292,0,0,0
2024-03-13 19:13:41.294,0,0,0
2024-03-13 19:13:41.298,0,0,0
2024-03-13 19:13:41.300,0,0,0
2024-03-13 19:13:41.303,0,0,0
2024-03-13 19:13:41.306,0,0,0
2024-03-13 19:13:41.308,0,0,0
2024-03-13 19:13:41.311,0,0,0
2024-03-13 19:13:41.313,0,0,0
2024-03-13 19:13:41.315,0,0,0
2024-03-13 19:13:41.320,0,0,0
2024-03-13 19:13:41.322,0,0,0
2024-03-13 19:13:41.324,0,0,0
2024-03-13 19:13:41.327,0,0,0
2024-03-13 19:13:41.329,0,0,0
2024-03-13 19:13:41.332,0,0,0
2024-03-13 19:13:41.335,0,0,0
2024-03-13 19:13:41.337,0,0,0
2024-03-13 19:13:41.339,0,0,0
2024-03-13 19:13:41.341,0,0,0
2024-03-13 19:13:41.345,0,0,0
2024-03-13 19:13:41.348,0,0,0
2024-03-13 19:13:41.350,0,0,0
2024-03-13 19:13:41.353,0,0,0
2024-03-13 19:13:41.355,0,0,0
2024-03-13 19:13:41.358,0,0,0
2024-03-13 19:13:41.361,0,0,0
2024-03-13 19:13:41.364,0,0,0
2024-03-13 19:13:41.367,0,0,0
2024-03-13 19:13:41.370,0,0,0
2024-03-13 19:13:41.373,0,0,0
2024-03-13 19:13:41.375,0,0,0
2024-03-13 19:13:41.378,0,0,0
2024-03-13 19:13:41.382,0,0,0
2024-03-13 19:13:41.384,0,0,0
2024-03-13 19:13:41.387,0,0,0
2024-03-13 19:13:41.390,0,0,0
2024-03-13 19:13:41.392,0,0,0
2024-03-13 19:13:41.395,0,0,0
2024-03-13 19:13:41.398,0,0,0
2024-03-13 19:13:41.401,0,0,0
2024-03-13 19:13:41.403,0,0,0
2024-03-13 19:13:41.406,0,0,0
2024-03-13 19:13:41.409,0,0,0
2024-03-13 19:13:41.412,0,0,0
2024-03-13 19:13:41.414,0,0,0
2024-03-13 19:13:41.417,0,0,0
2024-03-13 19:13:41.419,0,0,0
2024-03-13 19:13:41.422,0,0,0
2024-03-13 19:13:41.425,0,0,0
2024-03-13 19:13:41.427,0,0,0
2024-03-13 19:13:41.431,0,0,0
2024-03-13 19:13:41.433,0,0,0
2024-03-13 19:13:41.436,0,0,0
2024-03-13 19:13:41.438,0,0,0
2024-03-13 19:13:41.440,0,0,0
2024-03-13 19:13:41.444,0,0,0
2024-03-13 19:13:41.446,0,0,0
2024-03-13 19:13:41.449,0,0,0
2024-03-13 19:13:41.452,0,0,0
2024-03-13 19:13:41.454,0,0,0
2024-03-13 19:13:41.457,0,0,0
2024-03-13 19:13:41.459,0,0,0
2024-03-13 19:13:41.461,0,0,0
2024-03-13 19:13:41.464,0,0,0
2024-03-13 19:13:41.467,0,0,0
2024-03-13 19:13:41.470,0,0,0
2024-03-13 19:13:41.472,0,0,0
2024-03-13 19:13:41.474,0,0,0
2024-03-13 19:13:41.477,0,0,0
2024-03-13 19:13:41.481,0,0,0
2024-03-13 19:13:41.483,0,0,0
2024-03-13 19:13:41.485,0,0,0
2024-03-13 19:13:41.489,0,0,0
2024-03-13 19:13:41.492,0,0,0
2024-03-13 19:13:41.494,0,0,0
2024-03-13 19:13:41.498,0,0,0
2024-03-13 19:13:41.500,0,0,0
2024-03-13 19:13:41.502,0,0,0
2024-03-13 19:13:41.505,0,0,0
2024-03-13 19:13:41.507,0,0,0
2024-03-13 19:13:41.510,0,0,0
2024-03-13 19:13:41.513,0,0,0
2024-03-13 19:13:41.515,0,0,0
2024-03-13 19:13:41.518,0,0,0
2024-03-13 19:13:41.521,0,0,0
2024-03-13 19:13:41.523,0,0,0
2024-03-13 19:13:41.525,0,0,0
2024-03-13 19:13:41.528,0,0,0
2024-03-13 19:13:41.530,0,0,0
2024-03-13 19:13:41.533,0,0,0
2024-03-13 19:13:41.537,0,0,0
2024-03-13 19:13:41.539,0,0,0
2024-03-13 19:13:41.542,0,0,0
2024-03-13 19:13:41.544,0,0,0
2024-03-13 19:13:41.547,0,0,0
2024-03-13 19:13:41.550,0,0,0
2024-03-13 19:13:41.553,0,0,0
2024-03-13 19:13:41.555,0,0,0
2024-03-13 19:13:41.559,0,0,0
2024-03-13 19:13:41.562,0,0,0
2024-03-13 19:13:41.564,0,0,0
2024-03-13 19:13:41.568,0,0,0
2024-03-13 19:13:41.570,0,0,0
2024-03-13 19:13:41.573,0,0,0
2024-03-13 19:13:41.576,0,0,0
2024-03-13 19:13:41.578,0,0,0
2024-03-13 19:13:41.581,0,0,0
2024-03-13 19:13:41.584,0,0,0
2024-03-13 19:13:41.587,0,0,0
2024-03-13 19:13:41.589,0,0,0
2024-03-13 19:13:41.592,0,0,0
2024-03-13 19:13:41.594,0,0,0
2024-03-13 19:13:41.598,0,0,0
2024-03-13 19:13:41.600,0,0,0
2024-03-13 19:13:41.603,0,0,0
2024-03-13 19:13:41.606,0,0,0
2024-03-13 19:13:41.608,0,0,0
2024-03-13 19:13:41.612,0,0,0
2024-03-13 19:13:41.614,0,0,0
2024-03-13 19:13:41.618,0,0,0
2024-03-13 19:13:41.620,0,0,0
2024-03-13 19:13:41.622,0,0,0
2024-03-13 19:13:41.625,0,0,0
2024-03-13 19:13:41.628,0,0,0
2024-03-13 19:13:41.631,0,0,0
2024-03-13 19:13:41.633,0,0,0
2024-03-13 19:13:41.637,0,0,0
2024-03-13 19:13:41.639,0,0,0
2024-03-13 19:13:41.641,0,0,0
2024-03-13 19:13:41.644,0,0,0
2024-03-13 19:13:41.647,0,0,0
2024-03-13 19:13:41.650,0,0,0
2024-03-13 19:13:41.653,0,0,0
2024-03-13 19:13:41.655,0,0,0
2024-03-13 19:13:41.658,0,0,0
2024-03-13 19:13:41.662,0,0,0
2024-03-13 19:13:41.665,0,0,0
2024-03-13 19:13:41.669,0,0,0
2024-03-13 19:13:41.671,0,0,0
2024-03-13 19:13:41.673,0,0,0
2024-03-13 19:13:41.676,0,0,0
2024-03-13 19:13:41.678,0,0,0
2024-03-13 19:13:41.681,0,0,0
2024-03-13 19:13:41.683,0,0,0
2024-03-13 19:13:41.686,0,0,0
2024-03-13 19:13:41.688,0,0,0
2024-03-13 19:13:41.691,0,0,0
2024-03-13 19:13:41.694,0,0,0
2024-03-13 19:13:41.697,0,0,0
2024-03-13 19:13:41.700,0,0,0
2024-03-13 19:13:41.702,0,0,0
2024-03-13 19:13:41.705,0,0,0
2024-03-13 19:13:41.707,0,0,0
2024-03-13 19:13:41.711,0,0,0
2024-03-13 19:13:41.714,0,0,0
2024-03-13 19:13:41.716,0,0,0
2024-03-13 19:13:41.718,0,0,0
2024-03-13 19:13:41.722,0,0,0
2024-03-13 19:13:41.725,0,0,0
2024-03-13 19:13:41.728,0,0,0
2024-03-13 19:13:41.731,0,0,0
2024-03-13 19:13:41.733,0,0,0
2024-03-13 19:13:41.736,0,0,0
2024-03-13 19:13:41.740,0,0,0
2024-03-13 19:13:41.741,0,0,0
2024-03-13 19:13:41.744,0,0,0
2024-03-13 19:13:41.747,0,0,0
2024-03-13 19:13:41.749,0,0,0
2024-03-13 19:13:41.752,0,0,0
2024-03-13 19:13:41.755,0,0,0
2024-03-13 19:13:41.758,0,0,0
2024-03-13 19:13:41.760,0,0,0
2024-03-13 19:13:41.763,0,0,0
2024-03-13 19:13:41.765,0,0,0
