Participant(Audio Folder): ,Participant02
Video Folder:,_Germany_
Audio Order
01,
02,
03,
04,
05,
06,
07,
08,
09,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
Time,Millisecond,VideoClip,AudioClip,Headrotation X,Headrotation Y,Headrotation Z
10:16:34,479,Not play video,Not play audio,-0.1596814,0.05569453,-0.01132225
10:16:34,493,Not play video,Not play audio,-0.1597836,0.05572371,-0.01134283
10:16:34,521,Not play video,Not play audio,-0.1598243,0.05565173,-0.01152831
10:16:34,534,Not play video,Not play audio,-0.1598511,0.05569952,-0.01157085
10:16:34,562,Not play video,Not play audio,-0.1597263,0.05575017,-0.01161638
10:16:34,575,Not play video,Not play audio,-0.1596539,0.05574623,-0.01161217
10:16:34,604,Not play video,Not play audio,-0.1593771,0.05581731,-0.01168078
10:16:34,617,Not play video,Not play audio,-0.1592911,0.05579969,-0.01175221
10:16:34,631,Not play video,Not play audio,-0.1592347,0.05584878,-0.01175116
10:16:34,659,Not play video,Not play audio,-0.1591079,0.0558181,-0.01193061
10:16:34,673,Not play video,Not play audio,-0.1590736,0.05577067,-0.01195122
10:16:34,701,Not play video,Not play audio,-0.1592142,0.05578249,-0.01201859
10:16:34,714,Not play video,Not play audio,-0.1593508,0.05574571,-0.01197042
10:16:34,741,Not play video,Not play audio,-0.1593913,0.05581338,-0.01194402
10:16:34,756,Not play video,Not play audio,-0.1594614,0.05587395,-0.01204201
10:16:34,769,Not play video,Not play audio,-0.1596041,0.05588872,-0.0119811
10:16:34,797,Not play video,Not play audio,-0.1600425,0.05606247,-0.01193274
10:16:34,811,Not play video,Not play audio,-0.1600724,0.05615456,-0.01192825
10:16:34,840,Not play video,Not play audio,-0.1602513,0.05645831,-0.01207728
10:16:34,853,Not play video,Not play audio,-0.1602835,0.0567595,-0.0123491
10:16:34,881,Not play video,Not play audio,-0.1602132,0.05705987,-0.01251973
10:16:34,894,Not play video,Not play audio,-0.160173,0.05710796,-0.01253118
10:16:34,909,Not play video,Not play audio,-0.1600943,0.05717789,-0.012511
10:16:34,937,Not play video,Not play audio,-0.1599618,0.05725025,-0.01246346
10:16:34,950,Not play video,Not play audio,-0.1599523,0.05734655,-0.01245552
10:16:34,978,Not play video,Not play audio,-0.1602381,0.05723407,-0.01222303
10:16:34,992,Not play video,Not play audio,-0.160371,0.0571625,-0.01215917
10:16:35,20,Not play video,Not play audio,-0.1605119,0.05693316,-0.01223192
10:16:35,34,Not play video,Not play audio,-0.160515,0.05680192,-0.01229091
10:16:35,62,Not play video,Not play audio,-0.1604117,0.05667458,-0.01245213
10:16:35,75,Not play video,Not play audio,-0.1601995,0.05664019,-0.01260818
10:16:35,104,Not play video,Not play audio,-0.1600916,0.05675948,-0.01283931
10:16:35,117,Not play video,Not play audio,-0.1600008,0.05690823,-0.0128994
10:16:35,131,Not play video,Not play audio,-0.1598295,0.05703488,-0.01286401
10:16:35,158,Not play video,Not play audio,-0.1597204,0.05725405,-0.01274962
10:16:35,173,Not play video,Not play audio,-0.1596633,0.05736505,-0.01268762
10:16:35,200,Not play video,Not play audio,-0.1597758,0.05756829,-0.01264092
10:16:35,215,Not play video,Not play audio,-0.1599038,0.05758903,-0.01272355
10:16:35,242,Not play video,Not play audio,-0.1601923,0.0576489,-0.01273966
