Participant(Audio Folder): ,Participant02
Video Folder:,_Germany_
Audio Order
01,
02,
03,
04,
05,
06,
07,
08,
09,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
Time,Millisecond,VideoClip,AudioClip,Headrotation X,Headrotation Y,Headrotation Z
10:13:30,421,Not play video,Not play audio,-0.1284744,0.05931626,-0.01616768
10:13:30,448,Not play video,Not play audio,-0.128245,0.05905565,-0.01642473
10:13:30,463,Not play video,Not play audio,-0.1281605,0.05902133,-0.01644276
10:13:30,493,Not play video,Not play audio,-0.1282376,0.05838747,-0.01618482
10:13:30,509,Not play video,Not play audio,-0.1284877,0.05800399,-0.01615704
10:13:30,523,Not play video,Not play audio,-0.1284104,0.0578605,-0.01634268
10:13:30,553,Not play video,Not play audio,-0.1286278,0.05763967,-0.01623832
10:13:30,567,Not play video,Not play audio,-0.1289216,0.05749536,-0.01597309
10:13:30,581,Not play video,Not play audio,-0.1291547,0.05756082,-0.01584505
10:13:30,610,Not play video,Not play audio,-0.1293235,0.05791371,-0.01553129
10:13:30,624,Not play video,Not play audio,-0.129351,0.05806946,-0.01537576
10:13:30,652,Not play video,Not play audio,-0.1291147,0.05826607,-0.01495263
10:13:30,666,Not play video,Not play audio,-0.1290894,0.05823623,-0.01483285
10:13:30,680,Not play video,Not play audio,-0.1290058,0.05827602,-0.01476151
10:13:30,708,Not play video,Not play audio,-0.1293475,0.0578591,-0.01474089
10:13:30,722,Not play video,Not play audio,-0.1295794,0.05748428,-0.01477778
10:13:30,750,Not play video,Not play audio,-0.1296391,0.05685456,-0.01525438
10:13:30,764,Not play video,Not play audio,-0.1299111,0.05652177,-0.01547127
10:13:30,792,Not play video,Not play audio,-0.1300627,0.05637305,-0.01576516
10:13:30,805,Not play video,Not play audio,-0.1300004,0.05636337,-0.01578492
10:13:30,834,Not play video,Not play audio,-0.129715,0.05641485,-0.01594021
10:13:30,848,Not play video,Not play audio,-0.1295457,0.05658607,-0.0159008
10:13:30,862,Not play video,Not play audio,-0.1294579,0.0568301,-0.01583252
10:13:30,890,Not play video,Not play audio,-0.129501,0.05721862,-0.01566565
10:13:30,904,Not play video,Not play audio,-0.1295488,0.05741411,-0.01558477
10:13:30,931,Not play video,Not play audio,-0.1298178,0.0576439,-0.01529312
10:13:30,945,Not play video,Not play audio,-0.129956,0.05774977,-0.01514038
10:13:30,973,Not play video,Not play audio,-0.1301891,0.05797561,-0.01494764
10:13:30,987,Not play video,Not play audio,-0.130217,0.05796749,-0.01502456
10:13:31,1,Not play video,Not play audio,-0.1301077,0.05806785,-0.01499501
10:13:31,28,Not play video,Not play audio,-0.1291124,0.05788331,-0.01543086
10:13:31,42,Not play video,Not play audio,-0.1285248,0.05777302,-0.01572828
10:13:31,70,Not play video,Not play audio,-0.1272177,0.05756623,-0.01626235
10:13:31,84,Not play video,Not play audio,-0.1264803,0.05743066,-0.01664913
10:13:31,111,Not play video,Not play audio,-0.1246701,0.05725662,-0.01734234
10:13:31,126,Not play video,Not play audio,-0.1238192,0.05712179,-0.01757394
10:13:31,153,Not play video,Not play audio,-0.1223149,0.05700535,-0.01813166
10:13:31,167,Not play video,Not play audio,-0.1212769,0.05697472,-0.0185291
10:13:31,181,Not play video,Not play audio,-0.1203099,0.0568839,-0.01875177
10:13:31,208,Not play video,Not play audio,-0.1182999,0.05668218,-0.01913937
10:13:31,222,Not play video,Not play audio,-0.1172793,0.0566172,-0.01936925
10:13:31,250,Not play video,Not play audio,-0.1150794,0.05656173,-0.02004343
10:13:31,264,Not play video,Not play audio,-0.1142042,0.05649634,-0.02010652
10:13:31,292,Not play video,Not play audio,-0.1125985,0.05633521,-0.0200767
10:13:31,306,Not play video,Not play audio,-0.1116459,0.05626511,-0.0200074
10:13:31,320,Not play video,Not play audio,-0.1105443,0.05616884,-0.0199574
10:13:31,348,Not play video,Not play audio,-0.1085318,0.05614696,-0.01960579
10:13:31,362,Not play video,Not play audio,-0.1077711,0.05621358,-0.0193455
10:13:31,389,Not play video,Not play audio,-0.1068648,0.05617609,-0.018846
10:13:31,403,Not play video,Not play audio,-0.1065846,0.05609846,-0.01878324
10:13:31,431,Not play video,Not play audio,-0.1062589,0.05572252,-0.01858544
10:13:31,445,Not play video,Not play audio,-0.1064605,0.0554432,-0.01861359
10:13:31,473,Not play video,Not play audio,-0.1068093,0.05497046,-0.01889107
10:13:31,486,Not play video,Not play audio,-0.1068868,0.0547225,-0.01914223
10:13:31,500,Not play video,Not play audio,-0.1070134,0.05458128,-0.01944072
10:13:31,528,Not play video,Not play audio,-0.1070509,0.05430317,-0.01950775
10:13:31,542,Not play video,Not play audio,-0.107026,0.05428602,-0.01930941
10:13:31,570,Not play video,Not play audio,-0.106844,0.05441936,-0.0191923
10:13:31,584,Not play video,Not play audio,-0.1068384,0.05458184,-0.01905262
10:13:31,610,Not play video,Not play audio,-0.1072808,0.0549735,-0.01850463
10:13:31,626,Not play video,Not play audio,-0.1074739,0.0551437,-0.01828504
10:13:31,639,Not play video,Not play audio,-0.1076617,0.05517244,-0.01817733
10:13:31,667,Not play video,Not play audio,-0.1077854,0.05518267,-0.01819851
10:13:31,681,Not play video,Not play audio,-0.1077917,0.05516744,-0.01817398
10:13:31,708,Not play video,Not play audio,-0.1077348,0.05513133,-0.01831336
10:13:31,723,Not play video,Not play audio,-0.1076394,0.05508856,-0.01833897
10:13:31,751,Not play video,Not play audio,-0.1074959,0.05516926,-0.01841067
10:13:31,764,Not play video,Not play audio,-0.1074922,0.05526555,-0.01844559
10:13:31,778,Not play video,Not play audio,-0.1072964,0.05526177,-0.01836973
10:13:31,806,Not play video,Not play audio,-0.107009,0.05531332,-0.01833694
10:13:31,820,Not play video,Not play audio,-0.1068893,0.05529729,-0.01836163
10:13:31,847,Not play video,Not play audio,-0.1068042,0.05520542,-0.01834083
10:13:31,861,Not play video,Not play audio,-0.1068948,0.05514579,-0.01825552
10:13:31,889,Not play video,Not play audio,-0.1070142,0.05507532,-0.01802883
10:13:31,903,Not play video,Not play audio,-0.1071286,0.05494851,-0.01788043
10:13:31,931,Not play video,Not play audio,-0.1074479,0.0545995,-0.01723922
10:13:31,945,Not play video,Not play audio,-0.1080719,0.05440262,-0.01694861
10:13:31,958,Not play video,Not play audio,-0.1085739,0.05424502,-0.01680939
10:13:31,987,Not play video,Not play audio,-0.1089253,0.0540987,-0.01681693
10:13:32,0,Not play video,Not play audio,-0.1087866,0.05395068,-0.01687016
10:13:32,28,Not play video,Not play audio,-0.1087412,0.05373929,-0.01658196
10:13:32,42,Not play video,Not play audio,-0.1088443,0.05368782,-0.01654217
10:13:32,70,Not play video,Not play audio,-0.1088587,0.05373973,-0.01652626
10:13:32,84,Not play video,Not play audio,-0.108909,0.05376488,-0.01644477
10:13:32,112,Not play video,Not play audio,-0.1093198,0.05398052,-0.01571435
10:13:32,126,Not play video,Not play audio,-0.1096062,0.05389006,-0.01540414
10:13:32,154,Not play video,Not play audio,-0.109776,0.05369433,-0.01535145
10:13:32,167,Not play video,Not play audio,-0.1097044,0.05355981,-0.01541285
10:13:32,181,Not play video,Not play audio,-0.1096089,0.05325143,-0.01534514
10:13:32,209,Not play video,Not play audio,-0.109567,0.05283248,-0.01553145
10:13:32,222,Not play video,Not play audio,-0.1095144,0.05272945,-0.01567346
10:13:32,250,Not play video,Not play audio,-0.1090723,0.05269153,-0.01601954
10:13:32,266,Not play video,Not play audio,-0.1088907,0.05273085,-0.01602979
10:13:32,293,Not play video,Not play audio,-0.1087236,0.05267327,-0.01586587
10:13:32,306,Not play video,Not play audio,-0.1085281,0.05270704,-0.01583783
10:13:32,321,Not play video,Not play audio,-0.1083407,0.05268891,-0.0158215
10:13:32,348,Not play video,Not play audio,-0.1081417,0.05262838,-0.01592849
10:13:32,362,Not play video,Not play audio,-0.1081537,0.05239792,-0.01584575
10:13:32,390,Not play video,Not play audio,-0.1083293,0.0522429,-0.01572921
10:13:32,404,Not play video,Not play audio,-0.1083767,0.05220548,-0.01567746
10:13:32,431,Not play video,Not play audio,-0.1085049,0.05215207,-0.01573089
10:13:32,445,Not play video,Not play audio,-0.1085116,0.05217832,-0.01571388
10:13:32,473,Not play video,Not play audio,-0.1076141,0.05227172,-0.01580328
