Participant: ,Default, ,Video:
Audio Order
A01_exp_1,
A02_exp_2,
A03_xp_3,
A04_exp_4,
A05_ppt_1,
A06_ppt_2,
A07_ppt_3,
A08_ppt_4,
Timestamp,VideoClip,AudioClip,Headrotatin X,Headrotatin Y,Headrotatin Y,GazeObject
2024-03-13 19:32:05.3,0,0,0
2024-03-13 19:32:05.7,0,0,0
2024-03-13 19:32:05.9,0,0,0
2024-03-13 19:32:05.12,0,0,0
2024-03-13 19:32:05.16,0,0,0
2024-03-13 19:32:05.19,0,0,0
2024-03-13 19:32:05.21,0,0,0
2024-03-13 19:32:05.24,0,0,0
2024-03-13 19:32:05.27,0,0,0
2024-03-13 19:32:05.29,0,0,0
2024-03-13 19:32:05.33,0,0,0
2024-03-13 19:32:05.35,0,0,0
2024-03-13 19:32:05.37,0,0,0
2024-03-13 19:32:05.41,0,0,0
2024-03-13 19:32:05.44,0,0,0
2024-03-13 19:32:05.47,0,0,0
2024-03-13 19:32:05.50,0,0,0
2024-03-13 19:32:05.52,0,0,0
2024-03-13 19:32:05.55,0,0,0
2024-03-13 19:32:05.57,0,0,0
2024-03-13 19:32:05.61,0,0,0
2024-03-13 19:32:05.65,0,0,0
2024-03-13 19:32:05.67,0,0,0
2024-03-13 19:32:05.71,0,0,0
2024-03-13 19:32:05.73,0,0,0
2024-03-13 19:32:05.77,0,0,0
2024-03-13 19:32:05.80,0,0,0
2024-03-13 19:32:05.83,0,0,0
2024-03-13 19:32:05.86,0,0,0
2024-03-13 19:32:05.89,0,0,0
2024-03-13 19:32:05.91,0,0,0
2024-03-13 19:32:05.95,0,0,0
2024-03-13 19:32:05.98,0,0,0
2024-03-13 19:32:05.100,0,0,0
2024-03-13 19:32:05.103,0,0,0
2024-03-13 19:32:05.106,0,0,0
2024-03-13 19:32:05.109,0,0,0
2024-03-13 19:32:05.113,0,0,0
2024-03-13 19:32:05.115,0,0,0
2024-03-13 19:32:05.118,0,0,0
2024-03-13 19:32:05.121,0,0,0
2024-03-13 19:32:05.125,0,0,0
2024-03-13 19:32:05.127,0,0,0
2024-03-13 19:32:05.131,0,0,0
2024-03-13 19:32:05.133,0,0,0
2024-03-13 19:32:05.135,0,0,0
2024-03-13 19:32:05.137,0,0,0
2024-03-13 19:32:05.142,0,0,0
2024-03-13 19:32:05.145,0,0,0
2024-03-13 19:32:05.148,0,0,0
2024-03-13 19:32:05.151,0,0,0
2024-03-13 19:32:05.154,0,0,0
2024-03-13 19:32:05.156,0,0,0
2024-03-13 19:32:05.159,0,0,0
2024-03-13 19:32:05.161,0,0,0
2024-03-13 19:32:05.164,0,0,0
2024-03-13 19:32:05.167,0,0,0
2024-03-13 19:32:05.169,0,0,0
2024-03-13 19:32:05.173,0,0,0
2024-03-13 19:32:05.175,0,0,0
2024-03-13 19:32:05.177,0,0,0
2024-03-13 19:32:05.181,0,0,0
2024-03-13 19:32:05.184,0,0,0
2024-03-13 19:32:05.188,0,0,0
2024-03-13 19:32:05.191,0,0,0
2024-03-13 19:32:05.194,0,0,0
2024-03-13 19:32:05.197,0,0,0
2024-03-13 19:32:05.199,0,0,0
2024-03-13 19:32:05.204,0,0,0
2024-03-13 19:32:05.208,0,0,0
2024-03-13 19:32:05.210,0,0,0
2024-03-13 19:32:05.214,0,0,0
2024-03-13 19:32:05.216,0,0,0
2024-03-13 19:32:05.219,0,0,0
2024-03-13 19:32:05.222,0,0,0
2024-03-13 19:32:05.225,0,0,0
2024-03-13 19:32:05.229,0,0,0
2024-03-13 19:32:05.232,0,0,0
2024-03-13 19:32:05.234,0,0,0
2024-03-13 19:32:05.237,0,0,0
2024-03-13 19:32:05.240,0,0,0
2024-03-13 19:32:05.244,0,0,0
2024-03-13 19:32:05.246,0,0,0
2024-03-13 19:32:05.250,0,0,0
2024-03-13 19:32:05.254,0,0,0
2024-03-13 19:32:05.256,0,0,0
2024-03-13 19:32:05.258,0,0,0
2024-03-13 19:32:05.262,0,0,0
2024-03-13 19:32:05.266,0,0,0
2024-03-13 19:32:05.270,0,0,0
2024-03-13 19:32:05.273,0,0,0
2024-03-13 19:32:05.275,0,0,0
2024-03-13 19:32:05.278,0,0,0
2024-03-13 19:32:05.282,0,0,0
2024-03-13 19:32:05.286,0,0,0
2024-03-13 19:32:05.288,0,0,0
2024-03-13 19:32:05.292,0,0,0
2024-03-13 19:32:05.294,0,0,0
2024-03-13 19:32:05.296,0,0,0
2024-03-13 19:32:05.300,0,0,0
2024-03-13 19:32:05.302,0,0,0
2024-03-13 19:32:05.304,0,0,0
2024-03-13 19:32:05.309,0,0,0
2024-03-13 19:32:05.312,0,0,0
2024-03-13 19:32:05.316,0,0,0
2024-03-13 19:32:05.318,0,0,0
2024-03-13 19:32:05.322,0,0,0
2024-03-13 19:32:05.325,0,0,0
2024-03-13 19:32:05.329,0,0,0
2024-03-13 19:32:05.332,0,0,0
2024-03-13 19:32:05.338,0,0,0
2024-03-13 19:32:05.347,0,0,0
2024-03-13 19:32:05.350,0,0,0
2024-03-13 19:32:05.353,0,0,0
2024-03-13 19:32:05.358,0,0,0
2024-03-13 19:32:05.362,0,0,0
2024-03-13 19:32:05.365,0,0,0
2024-03-13 19:32:05.367,0,0,0
2024-03-13 19:32:05.370,0,0,0
2024-03-13 19:32:05.374,0,0,0
2024-03-13 19:32:05.378,0,0,0
2024-03-13 19:32:05.381,0,0,0
2024-03-13 19:32:05.384,0,0,0
2024-03-13 19:32:05.388,0,0,0
2024-03-13 19:32:05.390,0,0,0
2024-03-13 19:32:05.393,0,0,0
2024-03-13 19:32:05.397,0,0,0
2024-03-13 19:32:05.400,0,0,0
2024-03-13 19:32:05.403,0,0,0
2024-03-13 19:32:05.406,0,0,0
2024-03-13 19:32:05.409,0,0,0
2024-03-13 19:32:05.413,0,0,0
2024-03-13 19:32:05.416,0,0,0
2024-03-13 19:32:05.420,0,0,0
2024-03-13 19:32:05.424,0,0,0
2024-03-13 19:32:05.427,0,0,0
2024-03-13 19:32:05.430,0,0,0
2024-03-13 19:32:05.433,0,0,0
2024-03-13 19:32:05.436,0,0,0
2024-03-13 19:32:05.439,0,0,0
2024-03-13 19:32:05.443,0,0,0
2024-03-13 19:32:05.446,0,0,0
2024-03-13 19:32:05.450,0,0,0
2024-03-13 19:32:05.453,0,0,0
2024-03-13 19:32:05.456,0,0,0
2024-03-13 19:32:05.459,0,0,0
2024-03-13 19:32:05.462,0,0,0
2024-03-13 19:32:05.465,0,0,0
2024-03-13 19:32:05.469,0,0,0
2024-03-13 19:32:05.472,0,0,0
2024-03-13 19:32:05.475,0,0,0
2024-03-13 19:32:05.479,0,0,0
2024-03-13 19:32:05.484,0,0,0
2024-03-13 19:32:05.487,0,0,0
2024-03-13 19:32:05.489,0,0,0
2024-03-13 19:32:05.493,0,0,0
2024-03-13 19:32:05.497,0,0,0
2024-03-13 19:32:05.500,0,0,0
2024-03-13 19:32:05.504,0,0,0
2024-03-13 19:32:05.507,0,0,0
2024-03-13 19:32:05.511,0,0,0
2024-03-13 19:32:05.514,0,0,0
2024-03-13 19:32:05.518,0,0,0
2024-03-13 19:32:05.521,0,0,0
2024-03-13 19:32:05.524,0,0,0
2024-03-13 19:32:05.528,0,0,0
2024-03-13 19:32:05.532,0,0,0
2024-03-13 19:32:05.535,0,0,0
2024-03-13 19:32:05.538,0,0,0
2024-03-13 19:32:05.541,0,0,0
2024-03-13 19:32:05.544,0,0,0
2024-03-13 19:32:05.549,0,0,0
2024-03-13 19:32:05.551,0,0,0
2024-03-13 19:32:05.554,0,0,0
2024-03-13 19:32:05.558,0,0,0
2024-03-13 19:32:05.561,0,0,0
2024-03-13 19:32:05.565,0,0,0
2024-03-13 19:32:05.567,0,0,0
2024-03-13 19:32:05.572,0,0,0
2024-03-13 19:32:05.576,0,0,0
2024-03-13 19:32:05.579,0,0,0
2024-03-13 19:32:05.582,0,0,0
2024-03-13 19:32:05.585,0,0,0
2024-03-13 19:32:05.587,0,0,0
2024-03-13 19:32:05.590,0,0,0
2024-03-13 19:32:05.594,0,0,0
2024-03-13 19:32:05.595,0,0,0
2024-03-13 19:32:05.598,0,0,0
2024-03-13 19:32:05.601,0,0,0
2024-03-13 19:32:05.605,0,0,0
2024-03-13 19:32:05.609,0,0,0
2024-03-13 19:32:05.612,0,0,0
2024-03-13 19:32:05.614,0,0,0
2024-03-13 19:32:05.617,0,0,0
2024-03-13 19:32:05.620,0,0,0
2024-03-13 19:32:05.624,0,0,0
2024-03-13 19:32:05.626,0,0,0
2024-03-13 19:32:05.630,0,0,0
2024-03-13 19:32:05.633,0,0,0
2024-03-13 19:32:05.636,0,0,0
2024-03-13 19:32:05.640,0,0,0
2024-03-13 19:32:05.642,0,0,0
2024-03-13 19:32:05.644,0,0,0
2024-03-13 19:32:05.648,0,0,0
2024-03-13 19:32:05.652,0,0,0
2024-03-13 19:32:05.655,0,0,0
2024-03-13 19:32:05.657,0,0,0
2024-03-13 19:32:05.660,0,0,0
2024-03-13 19:32:05.663,0,0,0
2024-03-13 19:32:05.668,0,0,0
2024-03-13 19:32:05.671,0,0,0
2024-03-13 19:32:05.675,0,0,0
2024-03-13 19:32:05.678,0,0,0
2024-03-13 19:32:05.680,0,0,0
2024-03-13 19:32:05.685,0,0,0
2024-03-13 19:32:05.687,0,0,0
2024-03-13 19:32:05.692,0,0,0
2024-03-13 19:32:05.694,0,0,0
2024-03-13 19:32:05.697,0,0,0
2024-03-13 19:32:05.701,0,0,0
2024-03-13 19:32:05.704,0,0,0
2024-03-13 19:32:05.708,0,0,0
2024-03-13 19:32:05.711,0,0,0
2024-03-13 19:32:05.716,0,0,0
2024-03-13 19:32:05.719,0,0,0
2024-03-13 19:32:05.722,0,0,0
2024-03-13 19:32:05.726,0,0,0
2024-03-13 19:32:05.729,0,0,0
2024-03-13 19:32:05.733,0,0,0
2024-03-13 19:32:05.736,0,0,0
2024-03-13 19:32:05.739,0,0,0
2024-03-13 19:32:05.742,0,0,0
2024-03-13 19:32:05.748,0,0,0
2024-03-13 19:32:05.750,0,0,0
2024-03-13 19:32:05.754,0,0,0
2024-03-13 19:32:05.760,0,0,0
2024-03-13 19:32:05.766,0,0,0
2024-03-13 19:32:05.772,0,0,0
2024-03-13 19:32:05.775,0,0,0
2024-03-13 19:32:05.779,0,0,0
2024-03-13 19:32:05.781,0,0,0
2024-03-13 19:32:05.784,0,0,0
2024-03-13 19:32:05.789,0,0,0
2024-03-13 19:32:05.791,0,0,0
2024-03-13 19:32:05.795,0,0,0
2024-03-13 19:32:05.797,0,0,0
2024-03-13 19:32:05.800,0,0,0
2024-03-13 19:32:05.803,0,0,0
2024-03-13 19:32:05.805,0,0,0
2024-03-13 19:32:05.809,0,0,0
2024-03-13 19:32:05.812,0,0,0
2024-03-13 19:32:05.815,0,0,0
2024-03-13 19:32:05.817,0,0,0
2024-03-13 19:32:05.820,0,0,0
2024-03-13 19:32:05.824,0,0,0
2024-03-13 19:32:05.828,0,0,0
2024-03-13 19:32:05.830,0,0,0
2024-03-13 19:32:05.834,0,0,0
2024-03-13 19:32:05.836,0,0,0
2024-03-13 19:32:05.839,0,0,0
2024-03-13 19:32:05.842,0,0,0
2024-03-13 19:32:05.846,0,0,0
2024-03-13 19:32:05.848,0,0,0
2024-03-13 19:32:05.850,0,0,0
2024-03-13 19:32:05.854,0,0,0
2024-03-13 19:32:05.858,0,0,0
2024-03-13 19:32:05.861,0,0,0
2024-03-13 19:32:05.863,0,0,0
2024-03-13 19:32:05.865,0,0,0
2024-03-13 19:32:05.868,0,0,0
2024-03-13 19:32:05.871,0,0,0
2024-03-13 19:32:05.874,0,0,0
2024-03-13 19:32:05.876,0,0,0
2024-03-13 19:32:05.879,0,0,0
2024-03-13 19:32:05.881,0,0,0
2024-03-13 19:32:05.886,0,0,0
2024-03-13 19:32:05.889,0,0,0
2024-03-13 19:32:05.892,0,0,0
2024-03-13 19:32:05.895,0,0,0
2024-03-13 19:32:05.897,0,0,0
2024-03-13 19:32:05.901,0,0,0
2024-03-13 19:32:05.904,0,0,0
2024-03-13 19:32:05.907,0,0,0
2024-03-13 19:32:05.909,0,0,0
2024-03-13 19:32:05.913,0,0,0
2024-03-13 19:32:05.915,0,0,0
2024-03-13 19:32:05.918,0,0,0
2024-03-13 19:32:05.921,0,0,0
2024-03-13 19:32:05.924,0,0,0
2024-03-13 19:32:05.927,0,0,0
2024-03-13 19:32:05.930,0,0,0
2024-03-13 19:32:05.934,0,0,0
2024-03-13 19:32:05.936,0,0,0
2024-03-13 19:32:05.939,0,0,0
2024-03-13 19:32:05.941,0,0,0
2024-03-13 19:32:05.944,0,0,0
2024-03-13 19:32:05.948,0,0,0
2024-03-13 19:32:05.950,0,0,0
2024-03-13 19:32:05.953,0,0,0
2024-03-13 19:32:05.956,0,0,0
2024-03-13 19:32:05.959,0,0,0
2024-03-13 19:32:05.961,0,0,0
2024-03-13 19:32:05.965,0,0,0
2024-03-13 19:32:05.967,0,0,0
2024-03-13 19:32:05.971,0,0,0
2024-03-13 19:32:05.973,0,0,0
2024-03-13 19:32:05.975,0,0,0
2024-03-13 19:32:05.979,0,0,0
2024-03-13 19:32:05.983,0,0,0
2024-03-13 19:32:05.986,0,0,0
2024-03-13 19:32:05.988,0,0,0
2024-03-13 19:32:05.991,0,0,0
2024-03-13 19:32:05.995,0,0,0
2024-03-13 19:32:05.998,0,0,0
2024-03-13 19:32:06.2,0,0,0
2024-03-13 19:32:06.4,0,0,0
2024-03-13 19:32:06.7,0,0,0
2024-03-13 19:32:06.10,0,0,0
2024-03-13 19:32:06.14,0,0,0
2024-03-13 19:32:06.15,0,0,0
2024-03-13 19:32:06.18,0,0,0
2024-03-13 19:32:06.20,0,0,0
2024-03-13 19:32:06.23,0,0,0
2024-03-13 19:32:06.27,0,0,0
2024-03-13 19:32:06.29,0,0,0
2024-03-13 19:32:06.33,0,0,0
2024-03-13 19:32:06.35,0,0,0
2024-03-13 19:32:06.38,0,0,0
2024-03-13 19:32:06.41,0,0,0
2024-03-13 19:32:06.44,0,0,0
2024-03-13 19:32:06.47,0,0,0
2024-03-13 19:32:06.50,0,0,0
2024-03-13 19:32:06.52,0,0,0
2024-03-13 19:32:06.55,0,0,0
2024-03-13 19:32:06.58,0,0,0
2024-03-13 19:32:06.61,0,0,0
2024-03-13 19:32:06.64,0,0,0
2024-03-13 19:32:06.67,0,0,0
2024-03-13 19:32:06.69,0,0,0
2024-03-13 19:32:06.73,0,0,0
2024-03-13 19:32:06.75,0,0,0
2024-03-13 19:32:06.79,0,0,0
2024-03-13 19:32:06.81,0,0,0
2024-03-13 19:32:06.84,0,0,0
2024-03-13 19:32:06.86,0,0,0
2024-03-13 19:32:06.90,0,0,0
2024-03-13 19:32:06.92,0,0,0
2024-03-13 19:32:06.95,0,0,0
2024-03-13 19:32:06.97,0,0,0
2024-03-13 19:32:06.100,0,0,0
2024-03-13 19:32:06.104,0,0,0
2024-03-13 19:32:06.106,0,0,0
2024-03-13 19:32:06.108,0,0,0
2024-03-13 19:32:06.111,0,0,0
2024-03-13 19:32:06.113,0,0,0
2024-03-13 19:32:06.117,0,0,0
2024-03-13 19:32:06.119,0,0,0
2024-03-13 19:32:06.122,0,0,0
2024-03-13 19:32:06.125,0,0,0
2024-03-13 19:32:06.129,0,0,0
2024-03-13 19:32:06.131,0,0,0
2024-03-13 19:32:06.134,0,0,0
2024-03-13 19:32:06.138,0,0,0
2024-03-13 19:32:06.140,0,0,0
2024-03-13 19:32:06.143,0,0,0
2024-03-13 19:32:06.147,0,0,0
2024-03-13 19:32:06.149,0,0,0
2024-03-13 19:32:06.154,0,0,0
2024-03-13 19:32:06.163,0,0,0
2024-03-13 19:32:06.168,0,0,0
2024-03-13 19:32:06.170,0,0,0
2024-03-13 19:32:06.174,0,0,0
2024-03-13 19:32:06.177,0,0,0
2024-03-13 19:32:06.179,0,0,0
2024-03-13 19:32:06.181,0,0,0
2024-03-13 19:32:06.185,0,0,0
2024-03-13 19:32:06.188,0,0,0
2024-03-13 19:32:06.190,0,0,0
2024-03-13 19:32:06.192,0,0,0
2024-03-13 19:32:06.195,0,0,0
2024-03-13 19:32:06.199,0,0,0
2024-03-13 19:32:06.201,0,0,0
2024-03-13 19:32:06.204,0,0,0
2024-03-13 19:32:06.206,0,0,0
2024-03-13 19:32:06.209,0,0,0
2024-03-13 19:32:06.212,0,0,0
2024-03-13 19:32:06.214,0,0,0
2024-03-13 19:32:06.216,0,0,0
2024-03-13 19:32:06.220,0,0,0
2024-03-13 19:32:06.222,0,0,0
2024-03-13 19:32:06.224,0,0,0
2024-03-13 19:32:06.228,0,0,0
2024-03-13 19:32:06.230,0,0,0
2024-03-13 19:32:06.233,0,0,0
2024-03-13 19:32:06.236,0,0,0
2024-03-13 19:32:06.239,0,0,0
2024-03-13 19:32:06.241,0,0,0
2024-03-13 19:32:06.244,0,0,0
2024-03-13 19:32:06.248,0,0,0
2024-03-13 19:32:06.250,0,0,0
2024-03-13 19:32:06.253,0,0,0
2024-03-13 19:32:06.255,0,0,0
2024-03-13 19:32:06.259,0,0,0
2024-03-13 19:32:06.262,0,0,0
2024-03-13 19:32:06.265,0,0,0
2024-03-13 19:32:06.269,0,0,0
2024-03-13 19:32:06.272,0,0,0
2024-03-13 19:32:06.274,0,0,0
2024-03-13 19:32:06.277,0,0,0
2024-03-13 19:32:06.280,0,0,0
2024-03-13 19:32:06.282,0,0,0
2024-03-13 19:32:06.285,0,0,0
2024-03-13 19:32:06.288,0,0,0
2024-03-13 19:32:06.291,0,0,0
2024-03-13 19:32:06.294,0,0,0
2024-03-13 19:32:06.297,0,0,0
2024-03-13 19:32:06.299,0,0,0
2024-03-13 19:32:06.302,0,0,0
2024-03-13 19:32:06.304,0,0,0
2024-03-13 19:32:06.311,0,0,0
2024-03-13 19:32:06.318,0,0,0
2024-03-13 19:32:06.321,0,0,0
2024-03-13 19:32:06.325,0,0,0
2024-03-13 19:32:06.328,0,0,0
2024-03-13 19:32:06.331,0,0,0
2024-03-13 19:32:06.334,0,0,0
2024-03-13 19:32:06.336,0,0,0
2024-03-13 19:32:06.338,0,0,0
2024-03-13 19:32:06.341,0,0,0
2024-03-13 19:32:06.344,0,0,0
2024-03-13 19:32:06.346,0,0,0
2024-03-13 19:32:06.349,0,0,0
2024-03-13 19:32:06.351,0,0,0
2024-03-13 19:32:06.354,0,0,0
2024-03-13 19:32:06.357,0,0,0
2024-03-13 19:32:06.361,0,0,0
2024-03-13 19:32:06.363,0,0,0
2024-03-13 19:32:06.366,0,0,0
2024-03-13 19:32:06.369,0,0,0
2024-03-13 19:32:06.372,0,0,0
2024-03-13 19:32:06.375,0,0,0
2024-03-13 19:32:06.377,0,0,0
2024-03-13 19:32:06.380,0,0,0
2024-03-13 19:32:06.383,0,0,0
2024-03-13 19:32:06.386,0,0,0
2024-03-13 19:32:06.389,0,0,0
2024-03-13 19:32:06.391,0,0,0
2024-03-13 19:32:06.394,0,0,0
2024-03-13 19:32:06.396,0,0,0
2024-03-13 19:32:06.400,0,0,0
2024-03-13 19:32:06.401,0,0,0
2024-03-13 19:32:06.405,0,0,0
2024-03-13 19:32:06.407,0,0,0
2024-03-13 19:32:06.410,0,0,0
2024-03-13 19:32:06.413,0,0,0
2024-03-13 19:32:06.417,0,0,0
2024-03-13 19:32:06.420,0,0,0
2024-03-13 19:32:06.423,0,0,0
2024-03-13 19:32:06.427,0,0,0
2024-03-13 19:32:06.429,0,0,0
2024-03-13 19:32:06.433,0,0,0
2024-03-13 19:32:06.435,0,0,0
2024-03-13 19:32:06.437,0,0,0
2024-03-13 19:32:06.441,0,0,0
2024-03-13 19:32:06.444,0,0,0
2024-03-13 19:32:06.446,0,0,0
2024-03-13 19:32:06.449,0,0,0
2024-03-13 19:32:06.451,0,0,0
2024-03-13 19:32:06.454,0,0,0
2024-03-13 19:32:06.456,0,0,0
2024-03-13 19:32:06.459,0,0,0
2024-03-13 19:32:06.463,0,0,0
2024-03-13 19:32:06.466,0,0,0
2024-03-13 19:32:06.467,0,0,0
2024-03-13 19:32:06.471,0,0,0
2024-03-13 19:32:06.473,0,0,0
2024-03-13 19:32:06.476,0,0,0
2024-03-13 19:32:06.478,0,0,0
2024-03-13 19:32:06.481,0,0,0
2024-03-13 19:32:06.484,0,0,0
2024-03-13 19:32:06.487,0,0,0
2024-03-13 19:32:06.489,0,0,0
2024-03-13 19:32:06.492,0,0,0
2024-03-13 19:32:06.496,0,0,0
2024-03-13 19:32:06.498,0,0,0
2024-03-13 19:32:06.501,0,0,0
2024-03-13 19:32:06.504,0,0,0
2024-03-13 19:32:06.507,0,0,0
2024-03-13 19:32:06.511,0,0,0
2024-03-13 19:32:06.515,0,0,0
2024-03-13 19:32:06.517,0,0,0
2024-03-13 19:32:06.519,0,0,0
2024-03-13 19:32:06.523,0,0,0
2024-03-13 19:32:06.527,0,0,0
2024-03-13 19:32:06.531,0,0,0
2024-03-13 19:32:06.534,0,0,0
2024-03-13 19:32:06.537,0,0,0
2024-03-13 19:32:06.540,0,0,0
2024-03-13 19:32:06.543,0,0,0
2024-03-13 19:32:06.547,0,0,0
2024-03-13 19:32:06.551,0,0,0
2024-03-13 19:32:06.553,0,0,0
2024-03-13 19:32:06.555,0,0,0
2024-03-13 19:32:06.559,0,0,0
2024-03-13 19:32:06.563,0,0,0
2024-03-13 19:32:06.566,0,0,0
2024-03-13 19:32:06.569,0,0,0
2024-03-13 19:32:06.571,0,0,0
2024-03-13 19:32:06.575,0,0,0
2024-03-13 19:32:06.577,0,0,0
2024-03-13 19:32:06.580,0,0,0
2024-03-13 19:32:06.583,0,0,0
2024-03-13 19:32:06.585,0,0,0
2024-03-13 19:32:06.589,0,0,0
2024-03-13 19:32:06.592,0,0,0
2024-03-13 19:32:06.594,0,0,0
2024-03-13 19:32:06.597,0,0,0
2024-03-13 19:32:06.599,0,0,0
2024-03-13 19:32:06.601,0,0,0
2024-03-13 19:32:06.607,0,0,0
2024-03-13 19:32:06.609,0,0,0
2024-03-13 19:32:06.611,0,0,0
2024-03-13 19:32:06.614,0,0,0
2024-03-13 19:32:06.617,0,0,0
2024-03-13 19:32:06.620,0,0,0
2024-03-13 19:32:06.623,0,0,0
2024-03-13 19:32:06.624,0,0,0
2024-03-13 19:32:06.627,0,0,0
2024-03-13 19:32:06.630,0,0,0
2024-03-13 19:32:06.632,0,0,0
2024-03-13 19:32:06.636,0,0,0
2024-03-13 19:32:06.639,0,0,0
2024-03-13 19:32:06.642,0,0,0
2024-03-13 19:32:06.645,0,0,0
2024-03-13 19:32:06.647,0,0,0
2024-03-13 19:32:06.650,0,0,0
2024-03-13 19:32:06.653,0,0,0
2024-03-13 19:32:06.656,0,0,0
2024-03-13 19:32:06.658,0,0,0
2024-03-13 19:32:06.661,0,0,0
2024-03-13 19:32:06.664,0,0,0
2024-03-13 19:32:06.668,0,0,0
2024-03-13 19:32:06.670,0,0,0
2024-03-13 19:32:06.673,0,0,0
2024-03-13 19:32:06.676,0,0,0
2024-03-13 19:32:06.679,0,0,0
2024-03-13 19:32:06.682,0,0,0
2024-03-13 19:32:06.685,0,0,0
2024-03-13 19:32:06.688,0,0,0
2024-03-13 19:32:06.690,0,0,0
2024-03-13 19:32:06.693,0,0,0
2024-03-13 19:32:06.695,0,0,0
2024-03-13 19:32:06.699,0,0,0
2024-03-13 19:32:06.701,0,0,0
2024-03-13 19:32:06.704,0,0,0
2024-03-13 19:32:06.707,0,0,0
2024-03-13 19:32:06.710,0,0,0
2024-03-13 19:32:06.713,0,0,0
2024-03-13 19:32:06.716,0,0,0
2024-03-13 19:32:06.719,0,0,0
2024-03-13 19:32:06.721,0,0,0
2024-03-13 19:32:06.724,0,0,0
2024-03-13 19:32:06.728,0,0,0
2024-03-13 19:32:06.731,0,0,0
2024-03-13 19:32:06.734,0,0,0
2024-03-13 19:32:06.736,0,0,0
2024-03-13 19:32:06.739,0,0,0
2024-03-13 19:32:06.742,0,0,0
2024-03-13 19:32:06.745,0,0,0
2024-03-13 19:32:06.747,0,0,0
2024-03-13 19:32:06.751,0,0,0
2024-03-13 19:32:06.754,0,0,0
2024-03-13 19:32:06.756,0,0,0
2024-03-13 19:32:06.760,0,0,0
2024-03-13 19:32:06.762,0,0,0
2024-03-13 19:32:06.764,0,0,0
2024-03-13 19:32:06.768,0,0,0
2024-03-13 19:32:06.770,0,0,0
2024-03-13 19:32:06.774,0,0,0
2024-03-13 19:32:06.776,0,0,0
2024-03-13 19:32:06.780,0,0,0
2024-03-13 19:32:06.782,0,0,0
2024-03-13 19:32:06.785,0,0,0
2024-03-13 19:32:06.788,0,0,0
2024-03-13 19:32:06.791,0,0,0
2024-03-13 19:32:06.794,0,0,0
2024-03-13 19:32:06.798,0,0,0
2024-03-13 19:32:06.799,0,0,0
2024-03-13 19:32:06.803,0,0,0
2024-03-13 19:32:06.807,0,0,0
2024-03-13 19:32:06.809,0,0,0
2024-03-13 19:32:06.811,0,0,0
2024-03-13 19:32:06.814,0,0,0
2024-03-13 19:32:06.816,0,0,0
2024-03-13 19:32:06.819,0,0,0
2024-03-13 19:32:06.822,0,0,0
2024-03-13 19:32:06.825,0,0,0
2024-03-13 19:32:06.828,0,0,0
2024-03-13 19:32:06.831,0,0,0
2024-03-13 19:32:06.834,0,0,0
2024-03-13 19:32:06.837,0,0,0
2024-03-13 19:32:06.840,0,0,0
2024-03-13 19:32:06.843,0,0,0
2024-03-13 19:32:06.846,0,0,0
2024-03-13 19:32:06.848,0,0,0
2024-03-13 19:32:06.850,0,0,0
2024-03-13 19:32:06.854,0,0,0
2024-03-13 19:32:06.857,0,0,0
2024-03-13 19:32:06.860,0,0,0
2024-03-13 19:32:06.863,0,0,0
2024-03-13 19:32:06.866,0,0,0
2024-03-13 19:32:06.869,0,0,0
2024-03-13 19:32:06.871,0,0,0
2024-03-13 19:32:06.875,0,0,0
2024-03-13 19:32:06.876,0,0,0
2024-03-13 19:32:06.880,0,0,0
2024-03-13 19:32:06.884,0,0,0
2024-03-13 19:32:06.886,0,0,0
2024-03-13 19:32:06.889,0,0,0
2024-03-13 19:32:06.891,0,0,0
2024-03-13 19:32:06.894,0,0,0
2024-03-13 19:32:06.897,0,0,0
2024-03-13 19:32:06.900,0,0,0
2024-03-13 19:32:06.903,0,0,0
2024-03-13 19:32:06.905,0,0,0
2024-03-13 19:32:06.907,0,0,0
2024-03-13 19:32:06.910,0,0,0
2024-03-13 19:32:06.914,0,0,0
2024-03-13 19:32:06.917,0,0,0
2024-03-13 19:32:06.919,0,0,0
2024-03-13 19:32:06.923,0,0,0
2024-03-13 19:32:06.926,0,0,0
2024-03-13 19:32:06.929,0,0,0
2024-03-13 19:32:06.932,0,0,0
2024-03-13 19:32:06.935,0,0,0
2024-03-13 19:32:06.937,0,0,0
2024-03-13 19:32:06.940,0,0,0
2024-03-13 19:32:06.944,0,0,0
2024-03-13 19:32:06.947,0,0,0
2024-03-13 19:32:06.951,0,0,0
2024-03-13 19:32:06.953,0,0,0
2024-03-13 19:32:06.956,0,0,0
2024-03-13 19:32:06.958,0,0,0
2024-03-13 19:32:06.961,0,0,0
2024-03-13 19:32:06.964,0,0,0
2024-03-13 19:32:06.967,0,0,0
2024-03-13 19:32:06.969,0,0,0
2024-03-13 19:32:06.972,0,0,0
2024-03-13 19:32:06.974,0,0,0
2024-03-13 19:32:06.977,0,0,0
2024-03-13 19:32:06.980,0,0,0
2024-03-13 19:32:06.982,0,0,0
2024-03-13 19:32:06.985,0,0,0
2024-03-13 19:32:06.987,0,0,0
2024-03-13 19:32:06.989,0,0,0
2024-03-13 19:32:06.992,0,0,0
2024-03-13 19:32:06.995,0,0,0
2024-03-13 19:32:06.998,0,0,0
2024-03-13 19:32:07.1,0,0,0
